title,authors,year,num_citations,cites_per_year,citation_string,journal,volume,issue,pages,publisher,url_related_articles,semantic_id,reference_count,influential_citation_count,is_open_access,open_access_pdf,publication_types,publication_date,abstract,semantic_url,tldr,first_author,first_author_affiliation,corresponding_author,corresponding_author_affiliation,journal_abbreviation,month,day,pubmed_id,DOI,is_journal_article,is_review,fund,keywords
Exploring the membrane potential of simple dual-membrane systems as models for gap-junction channels,"Yerko Escalona, Jose A Garate, Raul Araya-Secchi, Tien Huynh, Ruhong Zhou, Tomas Perez-Acle",2016.0,14,"{2017: 5, 2018: 4, 2019: 2, 2020: 0, 2021: 2, 2022: 0, 2023: 1}","Biophysical Journal 110 (12), 2678-2688, 2016",Biophysical Journal,110.0,12,2678-2688,Elsevier,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:52CUFXL756MJ:scholar.google.com/,3aa4545c06fca3b896aa4bcca2d365b817d57864,2.0,0.0,False,,,,"The conductance of ion channels can be modulated by a transmembrane potential difference, due to alterations on ion-mobility and also by changes in the pore structure. Despite the vast knowledge regarding the influence of voltage on transport properties of ion channels, little attention has been paid to describe, with atomic detail, the modulation of ionic transport in gap-junction channels (GJCs). Hence, molecular dynamics simulations were performed to explore the conductance of simple dual-membrane systems that account for the very basic features of GJCs. In doing so, we studied the influence of different charge distributions in the channel surface on these idealized systems under external electric fields, paying attention to the behavior of the electrostatic potential, ion density, ion currents, and equilibrium properties. Our results demonstrate that the incorporation of a charge distribution akin GJCs decreased anionic currents, favoring the transport of cationic species. Moreover, a thermodynamic characterization of ionic transport in these systems demonstrate the existence of a kinetic barrier that hinders anionic currents, reinforcing the role played by the internal arrangement of charges in GJCs. Overall, our results provide insights at the atomic scale on the effects of charge distributions over ionic transport, constituting a step forward into a better understanding of GJCs.",https://www.semanticscholar.org/paper/3aa4545c06fca3b896aa4bcca2d365b817d57864,"Molecular dynamics simulations were performed to explore the conductance of simple dual-membrane systems that account for the very basic features of gap-junction channels, demonstrating that the incorporation of a charge distribution akin GJCs decreased anionic currents, favoring the transport of cationic species.",Y. Escalona,"Computational Biology Lab (DLab), Fundación Ciencia & Vida, Santiago, Chile.",T. Perez-Acle,"Computational Biology Lab (DLab), Fundación Ciencia & Vida, Santiago, Chile; Centro Interdisciplinario de Neurociencia de Valparaíso (CINV), Universidad de Valparaíso, Valparaíso, Chile. Electronic address: tomas@dlab.cl.",Biophys J,6.0,21.0,27332126.0,10.1016/j.bpj.2016.05.005,True,False,set(),"Animals, Connexinsmetabolism, Gap Junctionsmetabolism, Hydrophobic and Hydrophilic Interactions, Ion Transportphysiology, Membrane Potentialsphysiology, Membranes, Artificial, Models, Biological, Molecular Dynamics Simulation, Phosphatidylcholineschemistry, Static Electricity, Thermodynamics"
Concentration-dependent binding of CdSe quantum dots on the SH3 domain,"David R Bell, Seung-Gu Kang, Tien Huynh, Ruhong Zhou",2018.0,10,"{2018: 2, 2019: 1, 2020: 1, 2021: 3, 2022: 0, 2023: 2, 2024: 1}","Nanoscale 10 (1), 351-358, 2018",Nanoscale,10.0,1,351-358,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:6YL-4W6p7UkJ:scholar.google.com/,1aadd3678ffcb3a6f716ff5faa872d5e0c7bd100,47.0,0.0,True,,JournalArticle,,"Quantum dots (QDs) are being used increasingly in applications for solar panels, consumer electronics, and biomedical imaging. For biomedical applications, QDs are typically coated with a biocompatible molecule for the system of interest. Experiments have indicated a QD dose-dependent and surface coating-dependent toxicity, with a portion of the toxicity being ascribed to interference with biomolecules. In this work, the interaction of trioctylphosphine oxide (TOPO) coated (CdSe)13 QDs with the SRC homology 3 domain (SH3) protein domain are explored using molecular dynamics simulations. The results of this research agree well with experiments that show that at the lowest concentration, the QDs have little affinity for the native proline-rich motif (PRM) binding site of SH3. At higher concentrations, the QDs aggregate and increasingly prefer the PRM binding site, indicating that the normal SH3 function is impeded. This binding dependence is attributed to changes in the local density of the surface coated TOPO molecules upon aggregation. These results present possible interesting QD toxicity patterns and reveal the interdependence between dose and surface coating effects in QD toxicity.",https://www.semanticscholar.org/paper/1aadd3678ffcb3a6f716ff5faa872d5e0c7bd100,The interaction of trioctylphosphine oxide (TOPO) coated (CdSe)13 QDs with the SRC homology 3 domain (SH3) protein domain are explored using molecular dynamics simulations and the interdependence between dose and surface coating effects in QD toxicity is revealed.,DR. Bell,"Computational Biology Center, IBM Thomas J Watson Research Center, Yorktown Heights, NY 10598, USA. ruhongz@us.ibm.com.",R. Zhou,,Nanoscale,12.0,21.0,29215114.0,10.1039/c7nr06148j,True,False,set(),
Molecular mechanism of secreted amyloid-β precursor protein in binding and modulating GABA B R1a,"Mei Feng, Yi Song, Serena H Chen, Yuanzhao Zhang, Ruhong Zhou",2021.0,9,"{2021: 2, 2022: 2, 2023: 4, 2024: 1}","Chemical Science 12 (17), 6107-6116, 2021",Chemical Science,12.0,17,6107-6116,Royal Society of Chemistry,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:JK2WnW6Gxq8J:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
The bonding characterization of Br on Si (100) 2,"Pei-Lin Cao, Ru-Hong Zhou",1993.0,8,"{1994: 2, 1995: 0, 1996: 2, 1997: 2, 1998: 0, 1999: 0, 2000: 0, 2001: 0, 2002: 0, 2003: 0, 2004: 0, 2005: 0, 2006: 0, 2007: 0, 2008: 0, 2009: 0, 2010: 0, 2011: 0, 2012: 1, 2013: 1}","Journal of Physics: Condensed Matter 5 (18), 2897, 1993",Journal of Physics: Condensed Matter,5.0,18,2897,IOP Publishing,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:sWyR0wr7NpEJ:scholar.google.com/,838837fb3c6e9423713158827bbaa965ed066a21,2.0,0.0,False,,,,"Atomic precision advanced manufacturing (APAM) leverages the highly reactive nature of Si dangling bonds relative to H- or Cl-passivated Si to selectively adsorb precursor molecules into lithographically defined areas with sub-nanometer resolution. Due to the high reactivity of dangling bonds, this process is confined to ultra-high vacuum (UHV) environments, which currently limits its commercialization and broad-based appeal. In this work, we explore the use of halogen adatoms to preserve APAM-derived lithographic patterns outside of UHV to enable facile transfer into real-world commercial processes. Specifically, we examine the stability of H-, Cl-, Br-, and I-passivated Si(100) in inert N2and ambient environments. Characterization with scanning tunneling microscopy and x-ray photoelectron spectroscopy (XPS) confirmed that each of the fully passivated surfaces were resistant to oxidation in 1 atm of N2for up to 44 h. Varying levels of surface degradation and contamination were observed upon exposure to the laboratory ambient environment. Characterization byex situXPS after ambient exposures ranging from 15 min to 8 h indicated the Br- and I-passivated Si surfaces were highly resistant to degradation, while Cl-passivated Si showed signs of oxidation within minutes of ambient exposure. As a proof-of-principle demonstration of pattern preservation, a H-passivated Si sample patterned and passivated with independent Cl, Br, I, and bare Si regions was shown to maintain its integrity in all but the bare Si region post-exposure to an N2environment. The successful demonstration of the preservation of APAM patterns outside of UHV environments opens new possibilities for transporting atomically-precise devices outside of UHV for integrating with non-UHV processes, such as other chemistries and commercial semiconductor device processes.",https://www.semanticscholar.org/paper/838837fb3c6e9423713158827bbaa965ed066a21,,E. Frederick,"Sandia National Laboratories, Albuquerque, NM 87185, United States of America.",RE. Butera,"Laboratory for Physical Sciences, 8050 Greenmead Drive, College Park, MD 20740, United States of America.",J Phys Condens Matter,8.0,23.0,34348242.0,10.1088/1361-648X/ac1aa4,True,False,set(),
"Mechanism unravelling for ultrafast and selective (TcO4-)-Tc-99 uptake by a radiation-resistant cationic covalent organic framework: a combined radiological experiment and molecular dynamics simulation study (vol 10, pg 4293, 2019)","LW He, ST Liu, Long Chen, Xing Dai, Jie Li, MX Zhang, FY Ma, Chao Zhang, ZX Yang, RH Zhou, ZF Chai, Shuao Wang",2019.0,7,"{2021: 2, 2022: 2, 2023: 1, 2024: 2}",,,10.0,19,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:2bTWc9zOABEJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Nanopore device for drug-like molecule screening or lead optimization to a targeted protein,"Binquan Luan, Ruhong Zhou",2017.0,7,"{2016: 2, 2017: 1, 2018: 1, 2019: 1, 2020: 2}","US Patent 9,541,541, 2017",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:ULCCfEFQYvkJ:scholar.google.com/,,,,,,,,"Molecular docking is a key tool in structural molecular biology and computer-assisted drug design. The goal of ligand-protein docking is to predict the predominant binding mode(s) of a ligand with a protein of known three-dimensional structure. Successful docking methods search high-dimensional spaces effectively and use a scoring function that correctly ranks candidate dockings. Docking can be used to perform virtual screening on large libraries of compounds, rank the results, and propose structural hypotheses of how the ligands inhibit the target, which is invaluable in lead optimization. The setting up of the input structures for the docking is just as important as the docking itself, and analyzing the results of stochastic search methods can sometimes be unclear. This chapter discusses the background and theory of molecular docking software, and covers the usage of some of the most-cited docking software.",,,GM. Morris,"Department of Molecular Biology, The Scripps Research Institute, La Jolla, CA, USA.",M. Lim-Wilby,,Methods Mol Biol,,,18446297.0,10.1007/978-1-59745-177-2_19,True,False,set(),"Binding Sites, Drug Design, Ligands, Models, Molecular, Proteinschemistry, Software"
Conformational changes of the protein domains upon binding with carbon nanotubes studied by molecular dynamics simulations,"Guanghong Zuo, Peng Xiu, Xin Zhou, Ruhong Zhou, Haiping Fang",2012.0,7,"{2013: 2, 2014: 0, 2015: 3, 2016: 0, 2017: 0, 2018: 1, 2019: 1}","Current Physical Chemistry 2 (1), 12-22, 2012",Current Physical Chemistry,2.0,1,12-22,Bentham Science Publishers,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:CbVY8JZJgOMJ:scholar.google.com/,9c5301703155fdd99568f89853c87bc945ff7f8c,0.0,0.0,False,,,,,https://www.semanticscholar.org/paper/9c5301703155fdd99568f89853c87bc945ff7f8c,,,,,,,,,,,,,,
PROTERAN: animated terrain evolution for visual analysis of patterns in protein folding trajectory,"Ruhong Zhou, Laxmi Parida, Kush Kapila, Sudhir Mudur",2007.0,6,"{2007: 1, 2008: 1, 2009: 1, 2010: 0, 2011: 0, 2012: 1, 2013: 0, 2014: 1, 2015: 1}","Bioinformatics 23 (1), 99-106, 2007",Bioinformatics,23.0,1,99-106,Oxford University Press,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:RuV7Xi64kLMJ:scholar.google.com/,c5944d7264b9b47d0a005860fb9c46aa85f63218,24.0,0.0,False,,,,"The mechanism of protein folding remains largely a mystery in molecular biology, despite the enormous effort from many groups in the past decades. Currently, the protein folding mechanism is often characterized by calculating the free energy landscape versus various reaction coordinates such as the fraction of native contacts, the radius of gyration and so on. In this paper, we present an integrated approach towards understanding the folding process via visual analysis of patterns of these reaction coordinates. The three disparate processes (1) protein folding simulation, (2) pattern elicitation and (3) visualization of patterns, work in tandem. Thus as the protein folds, the changing landscape in the pattern space can be viewed via the visualization tool, PROTERAN, a program we developed for this purpose. We first present an incremental (on-line) trie-based pattern discovery algorithm to elicit the patterns and then describe the terrain metaphor based visualization tool. Using two example small proteins, a beta-hairpin and a designed protein Trp-cage, we next demonstrate that this combined pattern discovery and visualization approach extracts crucial information about protein folding intermediates and mechanism.",https://www.semanticscholar.org/paper/c5944d7264b9b47d0a005860fb9c46aa85f63218,"This paper presents an integrated approach towards understanding the folding process via visual analysis of patterns of these reaction coordinates, and describes the terrain metaphor based visualization tool, PROTERAN, developed for this purpose.",R. Zhou,"Computational Biology Center, IBM T. J. Watson Research Center, Yorktown Heights, NY 10598, USA. ruhongz@us.ibm.com",S. Mudur,,Bioinformatics,1.0,1.0,17062588.0,,True,False,set(),"Algorithms, Computer Simulation, Gene Expression Profilinginstrumentationmethods, Models, Molecular, Pattern Recognition, Automated, Protein Folding, Software, TRPC Cation Channelschemistry"
Nanopore sensor for detecting molecular interactions,"Binquan Luan, Ruhong Zhou",2016.0,5,"{2018: 1, 2019: 1, 2020: 1, 2021: 0, 2022: 1, 2023: 1}","US Patent 9,372,171, 2016",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:jfEq49kiO_QJ:scholar.google.com/,,,,,,,,"Plasmonic and nanopore sensors have separately received much attention for achieving single-molecule precision. A plasmonic ""hotspot"" confines and enhances optical excitation at the nanometer length scale sufficient to optically detect surface-analyte interactions. A nanopore biosensor actively funnels and threads analytes through a molecular-scale aperture, wherein they are interrogated by electrical or optical means. Recently, solid-state plasmonic and nanopore structures have been integrated within monolithic devices that address fundamental challenges in each of the individual sensing methods and offer complimentary improvements in overall single-molecule sensitivity, detection rates, dwell time and scalability. Here, the physical phenomena and sensing principles of plasmonic and nanopore sensing are summarized to highlight the novel complementarity in dovetailing these techniques for vastly improved single-molecule sensing. A literature review of recent plasmonic nanopore devices is then presented to delineate methods for solid-state fabrication of a range of hybrid device formats, evaluate the progress and challenges in the detection of unlabeled and labeled analyte, and assess the impact and utility of localized plasmonic heating. Finally, future directions and applications inspired by the present state of the art are discussed.",,,JD. Spitzberg,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",A. Meller,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",Adv Mater,6.0,,30941823.0,10.1002/adma.201900422,True,True,set(),"Biosensing Techniquesinstrumentationmethods, Electromagnetic Fields, Kinetics, Metalschemistry, Nanopores, Nucleic Acidsanalysis, Polymerschemistry, Proteinsanalysis, Single Molecule Imaginginstrumentationmethods, Spectrometry, Fluorescence, Spectrum Analysis, Raman, Surface Properties"
Seasonal changes in leaf metabolites of two Sabina species and their relations with frost tolerance,"BR Zhou, YF Zhang, MX Zhang, T Chen, Z Li",2008.0,4,"{2013: 3, 2014: 0, 2015: 1}","Journal of Glaciology and Geocryology 30, 351-355, 2008",Journal of Glaciology and Geocryology,30.0,,351-355,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:N-0PK71d68sJ:scholar.google.com/,22a3c6833a1797ed678ed137a049710038caa38d,0.0,0.0,False,,,,"aper,the seasonal changes of leaf metabolites in Sabina przewalskii and Sabina chinensis,two evergreen woody plants,were observed during their adaptation process of frost.The observation results show that the relative water,free water and ratio of free water/bound water in the leaves of the two Sabina trees are higher in the growth season(summer),with lower proline and soluble sugar contents.In dormancy season(winter),the situation is just the opposite.Under low temperature stress,the two Sabinas enhance their frost tolerance by increasing osmoregulation substances(proline and soluble sugar) contents,decreasing the water content and changing the relative water,free water and ratio of free water/bound water.Consequently there are able to reduce cell osmotic potential and maintain their water and improve anti-stress ability.It is also found,by analyzing the two Sabina leaves water and the differences in accumulation of metabolic,that Sabina przewalskii is better than Sabina chinensis for enduring the extreme cold environment.It is attributed to the accumulation of proline.Therefore,the accumulation of proline is possibly one of the characteristic substances in plants under an extreme environmental condition.",https://www.semanticscholar.org/paper/22a3c6833a1797ed678ed137a049710038caa38d,"It is found, by analyzing the two Sabina leaves water and the differences in accumulation of metabolic, that Sabina przewalskii is better than Sabina chinensis for enduring the extreme cold environment, attributed to the accumulation of proline.",,,,,,,,,,,,,
Second International Workshop on Bioinformatics Research and Applications (IWBRA06)-Blue Matter: Strong Scaling of Molecular Dynamics on Blue Gene/L,"Blake G Fitch, Aleksandr Rayshubskiy, Maria Eleftheriou, TJ Christopher Ward, Mark Giampapa, Yuri Zhestkov, Michael C Pitman, Frank Suits, Alan Grossfield, Jed Pitera, William Swope, Ruhong Zhou, Scott Feller, Robert S Germain",2006.0,4,"{2009: 2, 2010: 0, 2011: 0, 2012: 0, 2013: 0, 2014: 0, 2015: 0, 2016: 1}","Lecture Notes in Computer Science 3992, 846-854, 2006",Lecture Notes in Computer Science,3992.0,,846-854,"Berlin: Springer-Verlag, 1973-",https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:Mx4EzfryNQYJ:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Protein modeling with blue gene,"RZTJ Christopher Ward, Ruhong Zhou",2009.0,3,{2012: 3},,,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:XskM1iLrlBQJ:scholar.google.com/,,,,,,,,"Using interpretable machine learning, we sought to define the immune microenvironment subtypes and distinctive genes in AD.",,,Y. Lai,"Department of Geriatric Medicine, Shengli Clinical Medical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou, Fujian, China.",J. Chen,"Department of Rehabilitation Medicine, Shengli Clinical Medical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou, Fujian, China.",Front Immunol,,,36569892.0,10.3389/fimmu.2022.1046410,True,False,set(),"Humans, Alzheimer Diseasediagnosisgenetics, S100A12 Protein, Genes, Regulator, Algorithms, Machine Learning"
Method and apparatus for protein structure analysis,"Prasanna Athma, Ajay K Royyuru, Benjamin David Silverman, Ruhong Zhou",2009.0,3,"{2010: 1, 2011: 2}","US Patent 7,499,805, 2009",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:l6-ELlue1HkJ:scholar.google.com/,,,,,,,,"Circular dichroism (CD) is being increasingly recognised as a valuable technique for examining the structure of proteins in solution. However, the value of many studies using CD is compromised either by inappropriate experimental design or by lack of attention to key aspects of instrument calibration or sample characterisation. In this article, we summarise the basis of the CD approach and its application to the study of proteins, and then present clear guidelines on how reliable data can be obtained and analysed.",,,SM. Kelly,"Division of Biochemistry and Molecular Biology, Institute of Biomedical and Life Sciences, Joseph Black Building, University of Glasgow, Glasgow G12 8QQ, Scotland, UK.",NC. Price,,Biochim Biophys Acta,8.0,10.0,16027053.0,,True,True,set(),"Calibration, Circular Dichroisminstrumentationmethods, Protein Conformation, Protein Folding, Protein Structure, Secondary, Protein Structure, Tertiary, Proteinsanalysischemistry, Reproducibility of Results"
The effects of mere exposure and the generation of positive affection,"Y Tu, R Zhou",2008.0,3,"{2011: 2, 2012: 0, 2013: 0, 2014: 0, 2015: 0, 2016: 0, 2017: 0, 2018: 0, 2019: 1}","PSYCHOLOGICAL SCIENCE-SHANGHAI- 31 (2), 356, 2008",PSYCHOLOGICAL SCIENCE-SHANGHAI-,31.0,2,356,EDITORIAL BOARD OF PSYCHOLOGICAL SCIENCE,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:rv7OFcJPgN4J:scholar.google.com/,,,,,,,,,,,,,,,,,,,,,,,
Nanopore sensor for detecting molecular interactions,"Binquan Luan, Ruhong Zhou",2017.0,2,"{2018: 1, 2019: 1}","US Patent 9,588,080, 2017",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:-hMjtjBPAsEJ:scholar.google.com/,,,,,,,,"Plasmonic and nanopore sensors have separately received much attention for achieving single-molecule precision. A plasmonic ""hotspot"" confines and enhances optical excitation at the nanometer length scale sufficient to optically detect surface-analyte interactions. A nanopore biosensor actively funnels and threads analytes through a molecular-scale aperture, wherein they are interrogated by electrical or optical means. Recently, solid-state plasmonic and nanopore structures have been integrated within monolithic devices that address fundamental challenges in each of the individual sensing methods and offer complimentary improvements in overall single-molecule sensitivity, detection rates, dwell time and scalability. Here, the physical phenomena and sensing principles of plasmonic and nanopore sensing are summarized to highlight the novel complementarity in dovetailing these techniques for vastly improved single-molecule sensing. A literature review of recent plasmonic nanopore devices is then presented to delineate methods for solid-state fabrication of a range of hybrid device formats, evaluate the progress and challenges in the detection of unlabeled and labeled analyte, and assess the impact and utility of localized plasmonic heating. Finally, future directions and applications inspired by the present state of the art are discussed.",,,JD. Spitzberg,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",A. Meller,"Department of Biomedical Engineering, Technion-IIT, Haifa, 32000, Israel.",Adv Mater,6.0,,30941823.0,10.1002/adma.201900422,True,True,set(),"Biosensing Techniquesinstrumentationmethods, Electromagnetic Fields, Kinetics, Metalschemistry, Nanopores, Nucleic Acidsanalysis, Polymerschemistry, Proteinsanalysis, Single Molecule Imaginginstrumentationmethods, Spectrometry, Fluorescence, Spectrum Analysis, Raman, Surface Properties"
Visual analysis of a protein folding process,"Laxmi P Parida, Ruhong Zhou",2013.0,2,"{2021: 1, 2022: 0, 2023: 1}","US Patent 8,423,339, 2013",,,,,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:SSInu2EQXhQJ:scholar.google.com/,,,,,,,,"Proteins generally perform their function in a folded state. Residues forming an active site, whether it is a catalytic center or interaction interface, are frequently distant in a protein sequence. Hence, traditional sequence-based prediction methods focusing on a single residue (or a short window of residues) at a time may have difficulties in identifying and clustering the residues constituting a functional site, especially when a protein has multiple functions. Evolutionary information encoded in multiple sequence alignments is known to greatly improve sequence-based predictions. Identification of coevolving residues further advances the protein structure and function annotation by revealing cooperative pairs and higher order groupings of residues.",,,FN. Baker,"Department of Electrical Engineering and Computing Systems, University of Cincinnati, 2901 Woodside Drive, Cincinnati, OH, 45221, USA. bakerfn@mail.uc.edu.",A. Porollo,"Center for Autoimmune Genomics and Etiology, Cincinnati Children's Hospital Medical Center, 3333 Burnet Avenue, Cincinnati, OH, 45229, USA. alexey.porollo@cchmc.org.",BMC Bioinformatics,3.0,8.0,26956673.0,10.1186/s12859-016-0975-z,True,False,set(),"Amino Acidschemistry, Catalytic Domain, Computational Biologymethods, Evolution, Molecular, Humans, Internet, Protein Conformation, Proteinschemistry"
Ascorbyl Palmitate Vesicles as a Carrier for Tretinoin,"ZM Chen, XY Long, XQ Huang, JH Yang, RC Zhou",2008.0,2,"{2009: 1, 2010: 0, 2011: 1}","CHINESE JOURNAL OF PHARMACEUTICALS 39 (2), 108, 2008",CHINESE JOURNAL OF PHARMACEUTICALS,39.0,2,108,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:Ziqa2hng0t4J:scholar.google.com/,de4bd0dedc3f8551a9478ce4cd9f470ba06706b8,0.0,0.0,False,,,,byl palmitate vesicles loading tretinoin were prepared by solvent-injection method. The product of optimized formulation was spherical and the encapsulated eff iciency was about 90%. Both drug content and encapsulated effi ciency of the vesicles had no signifi cant change after storage at 4℃ in a light-resistant container for six months.,https://www.semanticscholar.org/paper/de4bd0dedc3f8551a9478ce4cd9f470ba06706b8,Both drug content and encapsulated effi ciency of the vesicles had no signifi cant change after storage at 4℃ in a light-resistant container for six months.,,,,,,,,,,,,,
Protein folding trajectory analysis using patterned clusters,"J Feng, Laxmi Parida, Ruhong Zhou",2005.0,2,"{2005: 1, 2006: 0, 2007: 0, 2008: 0, 2009: 1}","Proceedings Of The 3rd Asia-Pacific Bioinformatics Conference, 95-104, 2005",,,,95-104,,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:xYWi8JVIoKoJ:scholar.google.com/,8f69a58c7e731e87fde3bdfc7e55c5b687d93afc,17.0,0.0,True,http://www.comp.nus.edu.sg/~wongls/psZ/apbc2005/camera-ready/111.pdf,JournalArticle,,"A new analysis of the 20 μs equilibrium folding/unfolding molecular dynamics simulations of the three-stranded antiparallel β-sheet miniprotein (beta3s) in implicit solvent is presented. The conformation space is reduced in dimensionality by introduction of linear combinations of hydrogen bond distances as the collective variables making use of a specially adapted principal component analysis (PCA); i.e., to make structured conformations more pronounced, only the formed bonds are included in determining the principal components. It is shown that a three-dimensional (3D) subspace gives a meaningful representation of the folding behavior. The first component, to which eight native hydrogen bonds make the major contribution (four in each beta hairpin), is found to play the role of the reaction coordinate for the overall folding process, while the second and third components distinguish the structured conformations. The representative points of the trajectory in the 3D space are grouped into conformational clusters that correspond to locally stable conformations of beta3s identified in earlier work. A simplified kinetic network based on the three components is constructed, and it is complemented by a hydrodynamic analysis. The latter, making use of ""passive tracers"" in 3D space, indicates that the folding flow is much more complex than suggested by the kinetic network. A 2D representation of streamlines shows there are vortices which correspond to repeated local rearrangement, not only around minima of the free energy surface but also in flat regions between minima. The vortices revealed by the hydrodynamic analysis are apparently not evident in folding pathways generated by transition-path sampling. Making use of the fact that the values of the collective hydrogen bond variables are linearly related to the Cartesian coordinate space, the RMSD between clusters is determined. Interestingly, the transition rates show an approximate exponential correlation with distance in the hydrogen bond subspace. Comparison with the many published studies shows good agreement with the present analysis for the parts that can be compared, supporting the robust character of our understanding of this ""hydrogen atom"" of protein folding.",https://www.semanticscholar.org/paper/8f69a58c7e731e87fde3bdfc7e55c5b687d93afc,A combinatorial algorithmic approach towards understanding the global state changes of the conﬁgurations of protein folding mechanisms and an algorithm of time complexity is presented.,IV. Kalgin,"Department of Physics, Novosibirsk State University, 630090 Novosibirsk, Russia.",M. Karplus,,J Phys Chem B,5.0,23.0,23621790.0,10.1021/jp401742y,True,False,set(),"Cluster Analysis, Hydrodynamics, Hydrogen Bonding, Molecular Dynamics Simulation, Protein Conformation, Protein Folding, Protein Structure, Secondary, Proteinschemistry, Thermodynamics"
Binding affinity calculations of gluten peptides to HLA risk modifiers: DQ2. 5 versus DQ7. 5,"Yi Song, Sangyun Lee, David Bell, Benjamin Goudey, Ruhong Zhou",2022.0,1,{2023: 1},"The Journal of Physical Chemistry B 126 (28), 5151-5160, 2022",The Journal of Physical Chemistry B,126.0,28,5151-5160,American Chemical Society,https://scholar.google.com/scholar?oi=bibs&hl=en&q=related:rS5Y7tqBwrsJ:scholar.google.com/,,,,,,,,"Free energy perturbation (FEP) calculations can predict relative binding affinities of an antigen and its point mutants to the same human leukocyte antigen (HLA) with high accuracy (e.g., within 1.0 kcal/mol to experiment); however, a more challenging task is to compare binding affinities of wholly different antigens binding to completely different HLAs using FEP. Researchers have used a variety of different FEP schemes to compute and compare absolute binding affinities, with varied success. Here, we propose and assess a unifying scheme to compute the relative binding affinities of different antigens binding to completely different HLAs using absolute binding affinity FEP calculations. We apply our affinity calculation technique to HLA-antigen-T-cell receptor (TCR) systems relevant to celiac disease (CeD) by investigating binding affinity differences between HLA-DQ2.5 (enhanced CeD risk) and HLA-DQ7.5 (CeD protective) in the binary (HLA-gliadin) and ternary (HLA-gliadin-TCR) binding complexes for three gliadin derived epitopes: glia-α1, glia-α2, and glia-ω1. Based on FEP calculations with our carefully designed thermodynamic cycles, we demonstrate that HLA-DQ2.5 has higher binding affinity than HLA-DQ7.5 for gliadin and enhanced binding affinity with a common TCR, agreeing with known results that the HLA-DQ2.5 serotype exhibits increased risk for CeD. Our findings reveal that our proposed absolute binding affinity FEP method is appropriate for predicting HLA binding for disparate antigens with different genotypes. We also discuss atomic-level details of HLA genotypes interacting with gluten peptides and TCRs in regard to the pathogenesis of CeD.",,,Y. Song,"College of Life Sciences, Department of Physics, and Institute of Quantitative Biology, Zhejiang University, Hangzhou 310058, China.",R. Zhou,"College of Life Sciences, Department of Physics, and Institute of Quantitative Biology, Zhejiang University, Hangzhou 310058, China.",J Phys Chem B,7.0,21.0,35796490.0,10.1021/acs.jpcb.2c00962,True,False,set(),"Celiac Diseasegeneticsmetabolism, Epitopes, T-Lymphocytegeneticsmetabolism, Gliadinchemistry, Glutenschemistry, Humans, Peptideschemistry, Receptors, Antigen, T-Cellchemistrygenetics"
